,sensor [K-33 ELG],,,
01/16/23 12:57:52.740,"668","19.62","51.25",
01/16/23 12:58:52.745,"662","19.66","51.21",
01/16/23 12:59:52.749,"665","19.66","51.21",
01/16/23 13:00:52.738,"663","19.67","51.12",
01/16/23 13:01:52.744,"662","19.68","51.12",
01/16/23 13:02:52.748,"662","19.68","51.09",
01/16/23 13:03:52.738,"662","19.68","51.06",
01/16/23 13:04:52.742,"657","19.72","50.99",
01/16/23 13:05:52.747,"657","19.71","50.93",
01/16/23 13:06:52.751,"657","19.72","50.93",
01/16/23 13:07:52.745,"655","19.69","50.93",
01/16/23 13:08:52.741,"654","19.68","50.9",
01/16/23 13:09:52.751,"652","19.68","50.93",
01/16/23 13:10:52.740,"653","19.67","50.99",
01/16/23 13:11:52.743,"654","19.64","51.03",
01/16/23 13:12:52.739,"648","19.66","51.06",
01/16/23 13:13:52.747,"650","19.62","51.06",
01/16/23 13:14:52.750,"649","19.64","51.12",
01/16/23 13:15:52.738,"646","19.6","51.12",
01/16/23 13:16:52.742,"646","19.64","51.15",
01/16/23 13:17:52.745,"644","19.63","51.12",
01/16/23 13:18:52.742,"642","19.67","51.15",
01/16/23 13:19:52.743,"643","19.63","51.18",
01/16/23 13:20:52.739,"641","19.62","51.12",
01/16/23 13:21:52.748,"643","19.61","51.12",
01/16/23 13:22:52.737,"640","19.59","51.15",
01/16/23 13:23:52.746,"640","19.58","51.15",
01/16/23 13:24:52.745,"637","19.6","51.15",
01/16/23 13:25:52.741,"637","19.57","51.18",
01/16/23 13:26:52.740,"637","19.56","51.21",
01/16/23 13:27:52.752,"637","19.58","51.21",
01/16/23 13:28:52.738,"638","19.56","51.15",
01/16/23 13:29:52.740,"636","19.57","51.25",
01/16/23 13:30:52.749,"633","19.57","51.21",
01/16/23 13:31:52.745,"635","19.56","51.25",
01/16/23 13:32:52.745,"633","19.55","51.25",
01/16/23 13:33:52.745,"636","19.55","51.25",
01/16/23 13:34:52.746,"633","19.57","51.18",
01/16/23 13:35:52.743,"630","19.56","51.18",
01/16/23 13:36:52.750,"631","19.56","51.15",
01/16/23 13:37:52.747,"631","19.57","51.12",
01/16/23 13:38:52.749,"626","19.5","51.06",
01/16/23 13:39:52.741,"628","19.58","51.12",
01/16/23 13:40:52.747,"631","19.52","51.21",
01/16/23 13:41:52.752,"624","19.5","51.46",
01/16/23 13:42:52.742,"623","19.48","51.56",
01/16/23 13:43:52.749,"625","19.54","51.4",
01/16/23 13:44:52.739,"622","19.68","51.25",
01/16/23 13:45:52.743,"625","19.74","51.03",
01/16/23 13:46:52.746,"618","19.77","50.87",
01/16/23 13:47:52.751,"621","19.84","50.74",
01/16/23 13:48:52.739,"615","19.86","50.71",
01/16/23 13:49:52.743,"615","19.86","50.62",
01/16/23 13:50:52.747,"613","19.84","50.65",
01/16/23 13:51:52.750,"615","19.84","50.74",
01/16/23 13:52:52.740,"617","19.8","50.74",
01/16/23 13:53:52.743,"612","19.8","50.77",
01/16/23 13:54:52.747,"614","19.8","50.77",
01/16/23 13:55:52.752,"618","19.78","50.81",
01/16/23 13:56:52.754,"615","19.78","50.9",
01/16/23 13:57:52.746,"613","19.73","50.87",
01/16/23 13:58:52.748,"614","19.77","50.9",
01/16/23 13:59:52.751,"613","19.7","50.99",
01/16/23 14:00:52.740,"609","19.72","50.96",
01/16/23 14:01:52.743,"611","19.68","51.06",
01/16/23 14:02:52.749,"608","19.66","51.09",
01/16/23 14:03:52.753,"610","19.67","51.12",
01/16/23 14:04:52.741,"610","19.67","51.12",
01/16/23 14:05:52.744,"608","19.64","51.15",
01/16/23 14:06:52.748,"608","19.64","51.12",
01/16/23 14:07:52.745,"607","19.66","51.09",
01/16/23 14:08:52.753,"606","19.68","51.12",
01/16/23 14:09:52.746,"606","19.68","51.06",
01/16/23 14:10:52.750,"604","19.63","51.06",
01/16/23 14:11:52.754,"606","19.64","51.06",
01/16/23 14:12:52.744,"601","19.62","51.06",
01/16/23 14:13:52.749,"599","19.63","51.09",
01/16/23 14:14:52.752,"600","19.65","51.06",
01/16/23 14:15:52.757,"603","19.66","51.12",
01/16/23 14:16:52.744,"600","19.7","51.06",
01/16/23 14:17:52.748,"602","19.64","51.09",
01/16/23 14:18:52.752,"599","19.66","51.09",
01/16/23 14:19:52.743,"600","19.65","51.09",
01/16/23 14:20:52.747,"597","19.63","51.15",
01/16/23 14:21:52.751,"598","19.62","51.15",
01/16/23 14:22:52.744,"597","19.63","51.18",
01/16/23 14:23:52.755,"597","19.59","51.21",
01/16/23 14:24:52.749,"595","19.6","51.21",
01/16/23 14:25:52.755,"592","19.58","51.25",
01/16/23 14:26:52.744,"593","19.55","51.25",
01/16/23 14:27:52.745,"592","19.56","51.25",
01/16/23 14:28:52.748,"592","19.52","51.31",
01/16/23 14:29:52.750,"591","19.56","51.31",
01/16/23 14:30:52.744,"589","19.5","51.34",
01/16/23 14:31:52.747,"589","19.54","51.34",
01/16/23 14:32:52.754,"588","19.52","51.34",
01/16/23 14:33:52.746,"591","19.49","51.37",
01/16/23 14:34:52.747,"591","19.5","51.4",
01/16/23 14:35:52.755,"586","19.5","51.43",
01/16/23 14:36:52.758,"585","19.46","51.46",
01/16/23 14:37:52.750,"587","19.45","51.5",
01/16/23 14:38:52.744,"588","19.46","51.5",
01/16/23 14:39:52.751,"587","19.48","51.46",
01/16/23 14:40:52.757,"586","19.48","51.4",
01/16/23 14:41:52.746,"585","19.48","51.4",
01/16/23 14:42:52.751,"585","19.46","51.37",
01/16/23 14:43:52.748,"582","19.49","51.37",
01/16/23 14:44:52.753,"583","19.48","51.37",
01/16/23 14:45:52.750,"585","19.47","51.37",
01/16/23 14:46:52.748,"585","19.44","51.37",
01/16/23 14:47:52.758,"582","19.47","51.4",
01/16/23 14:48:52.755,"581","19.46","51.43",
01/16/23 14:49:52.751,"579","19.46","51.43",
01/16/23 14:50:52.757,"577","19.43","51.43",
01/16/23 14:51:52.746,"579","19.46","51.4",
01/16/23 14:52:52.757,"577","19.41","51.43",
01/16/23 14:53:52.750,"580","19.44","51.46",
01/16/23 14:54:52.757,"581","19.44","51.46",
01/16/23 14:55:52.748,"580","19.4","51.5",
01/16/23 14:56:52.751,"578","19.38","51.5",
01/16/23 14:57:52.758,"577","19.39","51.56",
01/16/23 14:58:52.749,"575","19.36","51.53",
01/16/23 14:59:52.755,"577","19.3","51.68",
01/16/23 15:00:52.759,"573","19.28","51.78",
01/16/23 15:01:52.748,"574","19.28","51.94",
01/16/23 15:02:52.756,"576","19.34","51.9",
01/16/23 15:03:52.758,"575","19.4","51.75",
01/16/23 15:04:52.746,"580","19.49","51.56",
01/16/23 15:05:52.752,"576","19.55","51.43",
01/16/23 15:06:52.755,"574","19.6","51.31",
01/16/23 15:07:52.752,"572","19.62","51.18",
01/16/23 15:08:52.759,"571","19.67","51.09",
01/16/23 15:09:52.750,"570","19.66","51.12",
01/16/23 15:10:52.754,"569","19.69","51.12",
01/16/23 15:11:52.755,"570","19.69","51.12",
01/16/23 15:12:52.746,"572","19.64","51.06",
01/16/23 15:13:52.753,"569","19.64","51.06",
01/16/23 15:14:52.755,"564","19.65","51.12",
01/16/23 15:15:52.748,"567","19.63","51.09",
01/16/23 15:16:52.750,"570","19.62","51.15",
01/16/23 15:17:52.755,"567","19.6","51.18",
01/16/23 15:18:52.758,"568","19.62","51.18",
01/16/23 15:19:52.750,"565","19.59","51.18",
01/16/23 15:20:52.757,"567","19.59","51.25",
01/16/23 15:21:52.759,"563","19.56","51.28",
01/16/23 15:22:52.750,"563","19.54","51.28",
01/16/23 15:23:52.758,"561","19.52","51.34",
01/16/23 15:24:52.752,"563","19.49","51.37",
01/16/23 15:25:52.762,"564","19.49","51.4",
01/16/23 15:26:52.754,"561","19.48","51.43",
01/16/23 15:27:52.760,"563","19.46","51.43",
01/16/23 15:28:52.762,"560","19.45","51.46",
01/16/23 15:29:52.749,"563","19.44","51.5",
01/16/23 15:30:52.749,"562","19.44","51.5",
01/16/23 15:31:52.756,"561","19.41","51.56",
01/16/23 15:32:52.761,"561","19.41","51.56",
01/16/23 15:33:52.751,"560","19.41","51.56",
01/16/23 15:34:52.756,"559","19.41","51.56",
01/16/23 15:35:52.748,"560","19.4","51.59",
01/16/23 15:36:52.753,"556","19.37","51.62",
01/16/23 15:37:52.751,"557","19.37","51.56",
01/16/23 15:38:52.761,"556","19.34","51.62",
01/16/23 15:39:52.754,"556","19.36","51.65",
01/16/23 15:40:52.759,"557","19.35","51.68",
01/16/23 15:41:52.749,"556","19.34","51.68",
01/16/23 15:42:52.758,"556","19.32","51.68",
01/16/23 15:43:52.751,"557","19.34","51.62",
01/16/23 15:44:52.756,"557","19.34","51.62",
01/16/23 15:45:52.759,"555","19.32","51.68",
01/16/23 15:46:52.763,"558","19.31","51.68",
01/16/23 15:47:52.759,"556","19.32","51.68",
01/16/23 15:48:52.748,"555","19.3","51.68",
01/16/23 15:49:52.752,"559","19.29","51.72",
01/16/23 15:50:52.757,"558","19.32","51.62",
01/16/23 15:51:52.761,"558","19.26","51.68",
01/16/23 15:52:52.760,"568","19.27","51.68",
01/16/23 15:53:52.763,"572","19.26","51.59",
01/16/23 15:54:52.756,"571","19.25","51.68",
01/16/23 15:55:52.762,"571","19.24","51.75",
01/16/23 15:56:52.749,"581","19.24","51.84",
01/16/23 15:57:52.757,"581","19.23","51.81",
01/16/23 15:58:52.750,"580","19.23","51.81",
01/16/23 15:59:52.757,"579","19.23","51.84",
01/16/23 16:00:52.749,"579","19.24","51.87",
01/16/23 16:01:52.754,"582","19.22","51.84",
01/16/23 16:02:52.763,"580","19.2","52",
01/16/23 16:03:52.764,"585","19.2","52.19",
01/16/23 16:04:52.760,"581","19.2","52.31",
01/16/23 16:05:52.752,"586","19.21","52.69",
01/16/23 16:06:52.756,"592","19.18","53",
01/16/23 16:07:52.750,"589","19.18","52.88",
01/16/23 16:08:52.758,"586","19.2","52.84",
01/16/23 16:09:52.764,"593","19.2","53.19",
01/16/23 16:10:52.756,"591","19.19","53.38",
01/16/23 16:11:52.762,"587","19.2","53.19",
01/16/23 16:12:52.754,"585","19.2","53.35",
01/16/23 16:13:52.763,"589","19.22","53.53",
01/16/23 16:14:52.752,"586","19.21","53.69",
01/16/23 16:15:52.787,"592","19.22","53.75",
01/16/23 16:16:52.807,"593","19.22","54.01",
01/16/23 16:17:52.752,"592","19.21","54.22",
01/16/23 16:18:52.819,"592","19.22","54.44",
01/16/23 16:19:52.868,"598","19.21","56.04",
01/16/23 16:20:52.856,"596","19.25","55.61",
01/16/23 16:21:52.922,"599","19.22","55.95",
01/16/23 16:22:53.151,"602","19.23","55.98",
01/16/23 16:23:53.284,"605","19.22","56.45",
01/16/23 16:24:53.358,"605","19.23","56.33",
01/16/23 16:25:53.488,"644","19.26","56.95",
01/16/23 16:26:53.680,"633","19.32","56.2",
01/16/23 16:27:53.928,"638","19.43","55.89",
01/16/23 16:28:54.174,"631","19.53","55.39",
01/16/23 16:29:54.380,"616","19.55","55.01",
01/16/23 16:30:54.968,"615","19.56","54.7",
01/16/23 16:31:55.147,"615","19.57","54.63",
01/16/23 16:32:55.495,"610","19.58","54.48",
01/16/23 16:33:55.780,"604","19.56","54.44",
01/16/23 16:34:56.080,"599","19.53","54.41",
01/16/23 16:35:56.429,"609","19.5","54.44",
01/16/23 16:36:56.689,"605","19.48","54.57",
01/16/23 16:37:57.269,"604","19.47","54.6",
01/16/23 16:38:57.651,"610","19.44","54.66",
01/16/23 16:39:58.067,"606","19.42","54.7",
01/16/23 16:40:58.512,"608","19.4","54.76",
01/16/23 16:41:58.955,"613","19.4","54.73",
01/16/23 16:42:59.372,"613","19.38","54.76",
01/16/23 16:43:59.847,"614","19.36","54.79",
01/16/23 16:45:00.380,"611","19.36","54.76",
01/16/23 16:46:00.895,"608","19.34","54.7",
01/16/23 16:47:01.398,"613","19.33","54.76",
01/16/23 16:48:01.825,"624","19.32","54.85",
01/16/23 16:49:02.315,"626","19.31","54.85",
01/16/23 16:50:02.866,"619","19.3","54.82",
01/16/23 16:51:03.388,"624","19.28","54.79",
01/16/23 16:52:03.987,"626","19.28","54.76",
01/16/23 16:53:04.624,"623","19.26","54.82",
01/16/23 16:54:05.195,"616","19.26","54.76",
01/16/23 16:55:05.921,"618","19.25","54.76",
01/16/23 16:56:06.583,"611","19.25","54.66",
01/16/23 16:57:07.214,"616","19.22","54.63",
01/16/23 16:58:07.830,"617","19.23","54.66",
01/16/23 16:59:08.567,"617","19.22","54.57",
01/16/23 17:00:09.231,"619","19.2","54.57",
01/16/23 17:01:10.049,"613","19.18","54.57",
01/16/23 17:02:10.774,"615","19.18","54.57",
01/16/23 17:03:11.483,"613","19.16","54.57",
01/16/23 17:04:12.252,"614","19.14","54.6",
01/16/23 17:05:13.023,"615","19.14","54.57",
01/16/23 17:06:13.795,"611","19.14","54.44",
01/16/23 17:07:14.632,"618","19.13","54.44",
01/16/23 17:08:15.452,"614","19.1","54.48",
01/16/23 17:09:16.208,"613","19.1","54.44",
01/16/23 17:10:17.030,"618","19.08","54.41",
01/16/23 17:11:17.911,"611","19.08","54.35",
01/16/23 17:12:18.798,"615","19.07","54.35",
01/16/23 17:13:19.697,"617","19.05","54.38",
01/16/23 17:14:20.530,"618","19.05","54.35",
01/16/23 17:15:21.442,"614","19.04","54.38",
01/16/23 17:16:22.366,"614","19.04","54.38",
01/16/23 17:17:23.293,"618","19.02","54.35",
01/16/23 17:18:24.316,"617","19.04","54.32",
01/16/23 17:19:25.274,"613","19.04","54.32",
01/16/23 17:20:26.200,"618","19.03","54.32",
01/16/23 17:21:27.250,"615","19.01","54.35",
01/16/23 17:22:28.366,"616","19","54.32",
01/16/23 17:23:29.391,"616","19.02","54.26",
01/16/23 17:24:30.527,"615","19","54.29",
01/16/23 17:25:31.663,"616","18.99","54.29",
01/16/23 17:26:32.762,"609","18.98","54.29",
01/16/23 17:27:33.902,"613","18.99","54.16",
01/16/23 17:28:35.002,"610","18.94","54.26",
01/16/23 17:29:36.118,"613","18.94","54.16",
01/16/23 17:30:37.479,"613","18.94","54.19",
01/16/23 17:31:38.629,"614","18.91","54.22",
01/16/23 17:32:39.808,"616","18.92","54.22",
01/16/23 17:33:41.031,"612","18.92","54.19",
01/16/23 17:34:42.300,"611","18.91","54.16",
01/16/23 17:35:43.638,"611","18.89","54.13",
01/16/23 17:36:45.049,"614","18.89","54.19",
01/16/23 17:37:46.435,"612","18.91","54.07",
01/16/23 17:38:47.821,"639","18.94","54.51",
01/16/23 17:39:49.221,"629","18.99","54.19",
01/16/23 17:40:50.538,"622","19.12","53.88",
01/16/23 17:41:51.872,"620","19.25","53.57",
01/16/23 17:42:53.332,"616","19.28","53.38",
01/16/23 17:43:54.652,"616","19.32","53.19",
01/16/23 17:44:56.056,"609","19.34","53.16",
01/16/23 17:45:57.503,"611","19.34","53.03",
01/16/23 17:46:58.935,"606","19.32","53.03",
01/16/23 17:48:00.337,"606","19.31","53.06",
01/16/23 17:49:01.816,"609","19.28","53.16",
01/16/23 17:50:03.250,"607","19.26","53.25",
01/16/23 17:51:04.764,"602","19.26","53.32",
01/16/23 17:52:06.337,"602","19.24","53.38",
01/16/23 17:53:07.898,"607","19.22","53.44",
01/16/23 17:54:09.472,"603","19.2","53.5",
01/16/23 17:55:11.150,"610","19.18","53.53",
01/16/23 17:56:12.843,"605","19.18","53.47",
01/16/23 17:57:14.443,"606","19.16","53.53",
01/16/23 17:58:16.089,"607","19.13","53.57",
01/16/23 17:59:17.842,"609","19.12","53.57",
01/16/23 18:00:19.614,"612","19.1","53.6",
01/16/23 18:01:21.398,"607","19.08","53.66",
01/16/23 18:02:23.173,"616","19.08","53.63",
01/16/23 18:03:24.943,"614","19.06","53.6",
01/16/23 18:04:26.728,"615","19.07","53.57",
01/16/23 18:05:28.575,"613","19.04","53.63",
01/16/23 18:06:30.454,"617","19.05","53.6",
01/16/23 18:07:32.416,"616","19.02","53.6",
01/16/23 18:08:34.315,"614","19","53.6",
01/16/23 18:09:36.305,"619","18.98","53.63",
01/16/23 18:10:38.232,"621","18.99","53.63",
01/16/23 18:11:40.143,"621","18.99","53.6",
01/16/23 18:12:42.119,"619","18.96","53.6",
01/16/23 18:13:44.107,"624","18.95","53.6",
01/16/23 18:14:46.189,"620","18.94","53.66",
01/16/23 18:15:48.272,"613","18.94","53.66",
01/16/23 18:16:50.324,"618","18.96","53.69",
01/16/23 18:17:52.297,"622","18.95","53.72",
01/16/23 18:18:54.473,"622","18.95","53.63",
01/16/23 18:19:56.555,"624","18.92","53.63",
01/16/23 18:20:58.683,"620","18.94","53.63",
01/16/23 18:22:00.766,"619","18.92","53.63",
01/16/23 18:23:02.975,"613","18.94","53.57",
01/16/23 18:24:05.076,"613","18.9","53.63",
01/16/23 18:25:07.223,"612","18.9","53.57",
01/16/23 18:26:09.288,"612","18.9","53.6",
01/16/23 18:27:11.549,"608","18.88","53.57",
01/16/23 18:28:13.786,"607","18.86","53.53",
01/16/23 18:29:16.039,"607","18.84","53.57",
01/16/23 18:30:18.297,"605","18.85","53.57",
01/16/23 18:31:20.638,"607","18.83","53.53",
01/16/23 18:32:22.908,"607","18.81","53.57",
01/16/23 18:33:25.193,"604","18.8","53.6",
01/16/23 18:34:27.431,"623","18.8","53.88",
01/16/23 18:35:30.482,"661","18.84","53.63",
01/16/23 18:36:32.988,"630","18.85","53.38",
01/16/23 18:37:35.693,"617","18.84","53.22",
01/16/23 18:38:38.405,"626","18.84","53.32",
01/16/23 18:39:40.807,"639","18.85","53.44",
01/16/23 18:40:43.341,"628","18.94","53.25",
01/16/23 18:41:45.831,"626","19.05","53",
01/16/23 18:42:48.371,"614","19.14","52.75",
01/16/23 18:43:50.960,"613","19.18","52.63",
01/16/23 18:44:53.497,"614","19.2","52.5",
01/16/23 18:45:56.081,"613","19.2","52.53",
01/16/23 18:46:58.617,"620","19.2","52.53",
01/16/23 18:48:02.039,"617","19.19","52.56",
01/16/23 18:49:04.655,"620","19.19","52.63",
01/16/23 18:50:07.381,"627","19.15","52.72",
01/16/23 18:51:10.183,"625","19.13","52.84",
01/16/23 18:52:12.936,"621","19.14","52.81",
01/16/23 18:53:15.634,"622","19.12","52.94",
01/16/23 18:54:18.331,"623","19.12","52.97",
01/16/23 18:55:20.974,"619","19.1","53.06",
01/16/23 18:56:23.728,"621","19.09","53.16",
01/16/23 18:57:26.323,"618","19.08","53.25",
01/16/23 18:58:29.018,"620","19.07","53.57",
01/16/23 18:59:31.703,"621","19.06","53.57",
01/16/23 19:00:34.406,"623","19.06","53.69",
01/16/23 19:01:37.105,"621","19.04","53.72",
01/16/23 19:02:39.766,"631","19.04","54.07",
01/16/23 19:03:42.464,"631","19.04","54.29",
01/16/23 19:04:45.179,"634","19.02","55.17",
01/16/23 19:05:47.851,"632","19.02","55.01",
01/16/23 19:06:50.582,"637","19.04","55.07",
01/16/23 19:07:53.431,"645","19.03","56.2",
01/16/23 19:08:56.171,"643","19.02","57.49",
01/16/23 19:09:58.936,"647","19","57.93",
01/16/23 19:11:01.830,"650","19","58.46",
01/16/23 19:12:04.655,"652","19.01","58.59",
01/16/23 19:13:07.521,"656","18.99","58.49",
01/16/23 19:14:10.533,"665","18.97","58.65",
01/16/23 19:15:13.680,"657","18.98","59.44",
01/16/23 19:16:16.732,"662","18.96","59.26",
01/16/23 19:17:19.736,"662","18.94","59.53",
01/16/23 19:18:22.786,"659","18.94","59.53",
01/16/23 19:19:25.790,"658","18.91","59.5",
01/16/23 19:20:28.828,"656","18.92","59.53",
01/16/23 19:21:31.867,"657","18.92","59.47",
01/16/23 19:22:34.849,"659","18.92","59.32",
01/16/23 19:23:37.872,"657","18.9","59.17",
01/16/23 19:24:40.825,"652","18.91","59.23",
01/16/23 19:25:43.858,"650","18.92","59.14",
01/16/23 19:26:46.932,"650","18.89","59.23",
01/16/23 19:27:50.090,"651","18.9","59.26",
01/16/23 19:28:53.248,"652","18.87","59.38",
01/16/23 19:29:56.282,"647","18.86","59.53",
01/16/23 19:30:59.382,"649","18.86","59.59",
01/16/23 19:32:02.589,"650","18.84","59.66",
01/16/23 19:33:05.722,"648","18.82","59.69",
01/16/23 19:34:08.993,"647","18.8","59.72",
01/16/23 19:35:12.256,"647","18.81","59.72",
01/16/23 19:36:15.829,"646","18.77","59.81",
01/16/23 19:37:19.173,"646","18.76","59.78",
01/16/23 19:38:22.469,"643","18.75","59.81",
01/16/23 19:39:25.741,"647","18.75","59.69",
01/16/23 19:40:29.014,"644","18.74","59.75",
01/16/23 19:41:32.318,"645","18.74","59.66",
01/16/23 19:42:35.561,"645","18.73","59.72",
01/16/23 19:43:35.443,"644","18.72","59.62",
01/16/23 19:44:38.804,"644","18.71","59.69",
01/16/23 19:45:42.261,"650","18.74","59.59",
01/16/23 19:46:45.640,"644","18.78","59.87",
01/16/23 19:47:48.896,"645","18.91","59.75",
01/16/23 19:48:52.227,"647","19.03","59.59",
01/16/23 19:49:55.546,"648","19.07","58.95",
01/16/23 19:50:58.942,"648","19.09","58.52",
01/16/23 19:52:02.387,"802","19.1","58.83",
01/16/23 19:53:09.285,"684","19.07","58.95",
